Index_accidente,lugar,nodo1,nodo2,peso,Accident_severity,date,time,speed_limit,weather_condition
200501BS00380,Ilustre Colegio Oficial de Médicos de Madrid (ICOMEM).,40.40949836066473 -3.695065708982619,40.40913956078472 -3.6953523494470413,4,2,21/07/2005,12:30,30,1
200501BS00381,Ilustre Colegio Oficial de Médicos de Madrid (ICOMEM).,40.40949836066473 -3.695065708982619,40.40894716597642 -3.6949446557031758,4,2,22/07/2005,23:32,30,1
200501BS00382,Rda. de Atocha,40.40678183678841 -3.696173203242726,40.40750117839611 -3.6961677429821895,4,2,25/07/2005,09:50,30,2
200501BS00383,C. Marqués de la Valdavia 9,40.40542975498574 -3.69546510007474,40.40678183678841 -3.696173203242726,2,3,29/06/2005,16:00,30,1
200501BS00384,Pl. del Emperador Carlos V,40.40743081837959 -3.6934910563744565,40.40678183678841 -3.696173203242726,3,3,2/08/2005,14:40,30,1
200501BS00385,C. Marqués de la Valdavia 9,40.40542975498574 -3.69546510007474,40.40743081837959 -3.6934910563744565,2,3,29/06/2005,11:44,30,1
200501BS00386,Paseo de las Delicias 17,40.405298628710305 -3.693423990501149,40.40542975498574 -3.69546510007474,5,3,3/08/2005,19:20,30,1
200501BS00387,C. de Tortosa 2,40.406225 -3.693338,40.405298628710305 -3.693423990501149,4,3,28/07/2005,16:43,30,1
200501BS00388,C. de Vizcaya 21,40.404677239166084 -3.693584984012653,40.405298628710305 -3.693423990501149,2,3,28/07/2005,16:14,30,1
200501BS00389,C. de Rafael de Riego 12,40.40522412289343 -3.692029370315631,40.405298628710305 -3.693423990501149,3,2,5/02/2005,08:00,30,1
200501BS00390,Pl. del Emperador Carlos V,40.40743081837959 -3.6934910563744565,40.406225 -3.693338,4,3,20/07/2005,11:30,30,1
200501BS00391,C. de Rafael de Riego 12,40.406225 -3.693338,40.40522412289343 -3.692029370315631,3,3,23/07/2005,12:54,30,1
200501BS00392,Calle del Gral. Lacy 2,40.40506024913286 -3.690682982609648,40.40522412289343 -3.692029370315631,5,3,27/07/2005,09:50,30,2
200501BS00393,Pl. del Emperador Carlos V,40.40743081837959 -3.6934910563744565,40.40506024913286 -3.690682982609648,2,3,13/07/2005,17:30,30,1
200501BS00394,Blue Life Brothers,40.40882675430068 -3.692096981467098,40.40743081837959 -3.6934910563744565,4,3,19/07/2005,14:00,30,1
200501BS00395,C/ Gran Vía,40.40934509664414 -3.6924135521265895,40.40882675430068 -3.692096981467098,1,3,27/07/2005,14:00,30,1
200501BS00396,81 - Cuesta de Moyano,40.40933798806336 -3.6919522478460687,40.40882675430068 -3.692096981467098,3,3,28/07/2005,08:25,30,1
200501BS00397,C. Claudio Moyano,40.40879254438528 -3.6913781385792,40.40882675430068 -3.692096981467098,2,3,26/07/2005,08:16,30,1
200501BS00398,Av. de la Ciudad de Barcelona,40.408444846660736 -3.691544448428084,40.40882675430068 -3.692096981467098,4,3,3/08/2005,13:00,30,1
200501BS00399,Ministerio de Agricultura Pesca y Alimentación,40.40867278823414 -3.6905992369203307,40.40879254438528 -3.6913781385792,2,3,28/07/2005,21:30,30,1
200501BS00400,Estación Del Arte,40.40898322346191 -3.692492876475154,40.40882675430068 -3.692096981467098,3,3,29/07/2005,13:27,30,1
200501BS00401,Estación Del Arte,40.40898322346191 -3.692492876475154,40.40934509664414 -3.6924135521265895,2,2,28/07/2005,23:07,30,1
200501BS00402,C. de Atocha 121,40.41000635389923 -3.6940363879089495,40.40934509664414 -3.6924135521265895,1,3,27/07/2005,12:50,30,1
200501BS00403,C/ Gran Vía,40.40934509664414 -3.6924135521265895,40.40933798806336 -3.6919522478460687,2,3,16/07/2005,15:20,30,1
200501BS00487,Real Jardín Botánico,40.4111930027743 -3.6911981488728327,40.410997421373196 -3.6924640876562758,2,3,9/09/2005,19:14,30,1
200501BS00488,C. de Ruiz de Alarcón 13,40.415846229262236 -3.6911016133894914,40.41584259075806 -3.691487758218421,3,3,16/09/2005,09:05,30,1
200501BS00489,C. de Ruiz de Alarcón 8,40.416486968902426 -3.6915468981491535,40.41584259075806 -3.691487758218421,4,3,13/09/2005,21:49,30,1
200501BS00490,C. de Alfonso XI 15,40.41606995438908 -3.6904740679100834,40.415846229262236 -3.6911016133894914,1,3,10/09/2005,18:27,30,2
200501BS00491,C. de Méndez Núñez 4,40.41565005787071 -3.690387017800109,40.415846229262236 -3.6911016133894914,3,3,13/09/2005,16:09,30,1
200501BS00492,C. de Antonio Maura 7 1 Izda,40.416559651364224 -3.690527795649306,40.41606995438908 -3.6904740679100834,3,3,1/09/2005,14:55,30,1
200501BS00493,C. de Méndez Núñez,40.41594320553535 -3.6896226428756753,40.41606995438908 -3.6904740679100834,1,3,15/09/2005,07:40,30,2
200501BS00494,C. de Méndez Núñez 19,40.41593866077148 -3.6890647520196556,40.41594320553535 -3.6896226428756753,2,3,17/09/2005,13:19,30,1
200501BS00495,C. de Alfonso XII 27,40.415502110323295 -3.6890514072938574,40.41593866077148 -3.6890647520196556,2,3,17/09/2005,10:05,30,1
200501BS00496,C. de Antonio Maura,40.416656630405214 -3.6891722398277116,40.41593866077148 -3.6890647520196556,1,2,25/09/2005,11:42,30,1
200501BS00497,C. de Antonio Maura 7 1 Izda,40.416559651364224 -3.690527795649306,40.416656630405214 -3.6891722398277116,1,3,15/09/2005,16:40,30,1
200501BS00498,Calle de Juan de Mena 19 - Bajo,40.41736633386641 -3.690502664964041,40.416559651364224 -3.690527795649306,3,3,13/09/2005,04:52,30,1
200501BS00499,C. de Ruiz de Alarcón 8,40.416486968902426 -3.6915468981491535,40.416559651364224 -3.690527795649306,4,3,20/09/2005,19:01,30,1
200501BS00500,Calle de Juan de Mena 0,40.41734901815792 -3.6915327226353463,40.416486968902426 -3.6915468981491535,2,2,22/09/2005,13:15,30,1
200501BS00501,P.º del Prado,40.41707032797475 -3.6929597226350857,40.416486968902426 -3.6915468981491535,3,2,7/09/2005,07:35,30,1
200501BS00502,Plaza de la Lealtad,40.4157792337293 -3.693624939278338,40.416486968902426 -3.6915468981491535,1,3,15/09/2005,13:50,30,1
200501BS00503,Cortes,40.41711428220173 -3.69348011219071,40.4157792337293 -3.693624939278338,3,3,15/09/2005,18:29,30,1
200501BS00504,C. de Felipe IV 1,40.415168240675484 -3.6933707622541787,40.4157792337293 -3.693624939278338,2,3,9/08/2005,14:10,30,1
200501BS00505,Plaza de Cibeles,40.41905788235566 -3.692986625032537,40.41711428220173 -3.69348011219071,2,3,12/09/2005,16:21,30,1
200501BS00506,P.º del Prado,40.41707032797475 -3.6929597226350857,40.41711428220173 -3.69348011219071,3,2,23/09/2005,07:55,30,1
200501BS00507,Calle de Juan de Mena 1,40.417323063306576 -3.692938293799386,40.41707032797475 -3.6929597226350857,4,3,6/09/2005,23:30,30,1
200501BS00508,P.º de Recoletos 520,40.419381029355606 -3.6925306557172903,40.417323063306576 -3.692938293799386,1,3,28/09/2005,20:45,30,2
200501BS00509,Calle de Juan de Mena 0,40.41734901815792 -3.6915327226353463,40.417323063306576 -3.692938293799386,2,3,21/10/2005,22:55,30,1
200501BS00510,C. de Montalbán 1,40.41815720321248 -3.691511293862283,40.41734901815792 -3.6915327226353463,3,3,30/09/2005,16:02,30,1
200501BS00511,C. de Alfonso XI,40.418080730061995 -3.690592338778835,40.41815720321248 -3.691511293862283,3,3,26/09/2005,12:15,30,1
200501BS00512,Consulado General de Colombia,40.41857442080697 -3.690839114752925,40.418080730061995 -3.690592338778835,1,3,24/09/2005,10:26,30,1
200501BS00513,C. de Alfonso XI 4,40.41889297848093 -3.690506520849052,40.418080730061995 -3.690592338778835,3,3,24/09/2005,12:34,30,1
200501BS00514,C. de Montalbán 13 1 d,40.41806755920184 -3.6891010740045855,40.418080730061995 -3.690592338778835,2,3,29/09/2005,16:00,30,1
200501BS00515,Calle de Juan de Mena 19 - Bajo,40.41736633386641 -3.690502664964041,40.418080730061995 -3.690592338778835,3,3,19/09/2005,15:05,30,1
200501BS00516,C. de Alfonso XI 4,40.41889297848093 -3.690506520849052,40.41857442080697 -3.690839114752925,1,3,30/09/2005,16:12,30,1
200501BS00517,Museo Nacional de Artes Decorativas,40.41787399701546 -3.689830604141677,40.418080730061995 -3.690592338778835,2,2,27/09/2005,10:20,30,1
200501BS00518,Museo Nacional de Artes Decorativas,40.41787399701546 -3.689830604141677,40.41806755920184 -3.6891010740045855,2,3,30/09/2005,17:55,30,1
200501BS00519,C. de Alfonso XII 18,40.417364045901905 -3.689142646583343,40.41806755920184 -3.6891010740045855,2,3,28/08/2005,19:00,30,1
200501BS00520,Calle de Juan de Mena 19 - Bajo,40.41736633386641 -3.690502664964041,40.417364045901905 -3.689142646583343,2,3,3/10/2005,18:33,30,1
200501BS00521,C. de Antonio Maura,40.416656630405214 -3.6891722398277116,40.417364045901905 -3.689142646583343,2,3,4/10/2005,17:05,30,1
200501BS00439,Pl. del Emperador Carlos V s/n,40.40653530620296 -3.6887931366832034,40.40706271901214 -3.6893939238176916,2,3,22/08/2005,10:25,30,2
200501BS00440,Av. de la Ciudad de Barcelona,40.408444846660736 -3.691544448428084,40.40706271901214 -3.6893939238176916,2,3,19/08/2005,17:35,30,2
200501BS00441,P.º de la Infanta Isabel 16,40.40614619350928 -3.688171918952882,40.40653530620296 -3.6887931366832034,3,3,17/08/2005,12:25,30,1
200501BS00442,Atocha ,40.40443521829545 -3.686239688463705,40.40614619350928 -3.688171918952882,3,3,2/09/2005,19:38,30,1
200501BS00443,Almacen de electricidad Renfe,40.40503624986623 -3.686591120896083,40.40443521829545 -3.686239688463705,3,3,8/08/2005,18:19,30,1
200501BS00444,Almacen de electricidad Renfe,40.40503624986623 -3.686591120896083,40.40614619350928 -3.688171918952882,3,3,18/08/2005,18:49,30,1
200501BS00445,C. de Alfonso XII 20,40.412103859291605 -3.6887337128452824,40.4097026196007 -3.688562047153177,4,2,25/08/2005,07:18,30,1
200501BS00446,Bosque del Recuerdo,40.41220147234115 -3.687145883637052,40.412103859291605 -3.6887337128452824,1,3,2/09/2005,16:30,30,1
200501BS00447,Centro Deportivo Municipal La Chopera,40.41244654005013 -3.6861695595966504,40.412103859291605 -3.6887337128452824,3,3,25/08/2005,15:44,30,1
200501BS00448,C. de Alfonso XII 25,40.412913285723725 -3.6887741201890143,40.412103859291605 -3.6887337128452824,3,3,13/08/2005,16:57,30,2
200501BS00449,Calle Catalina Suárez Nº20,40.41280869207606 -3.6890960165416393,40.412913285723725 -3.6887741201890143,2,3,16/08/2005,12:20,30,1
200501BS00450,C. de Alfonso XII 36,40.41410708201079 -3.68882783052869,40.412913285723725 -3.6887741201890143,5,2,21/08/2005,23:54,30,1
200501BS00451,Puerta de Felipe IV,40.415311518562056 -3.688672283355573,40.41410708201079 -3.68882783052869,3,3,22/08/2005,17:34,30,2
200501BS00452,C. de Alfonso XII 1,40.415515732276056 -3.688843944725314,40.415311518562056 -3.688672283355573,4,3,6/09/2005,00:10,30,1
200501BS00453,Monumento al Doctor Ángel Pulido Fernández,40.41484066652562 -3.686982435931212,40.412913285723725 -3.6887741201890143,1,3,24/08/2005,19:20,30,2
200501BS00454,Spanish School - Cronopios Idiomas,40.41263669864229 -3.689122873581417,40.41280869207606 -3.6890960165416393,2,3,22/08/2005,17:50,30,1
200501BS00455,C. de Moreto 17,40.41280007615562 -3.690303045529489,40.41263669864229 -3.689122873581417,2,3,9/09/2005,16:20,30,2
200501BS00456,C. de Alberto Bosch 7,40.41343681353706 -3.6904103399697115,40.41280007615562 -3.690303045529489,4,3,18/08/2005,20:05,30,1
200501BS00457,Plaza Murillo,40.4127338254994 -3.691440319631968,40.41280007615562 -3.690303045529489,3,3,20/08/2005,18:00,30,1
200501BS00458,C. de Alberto Bosch 1,40.41341952693449 -3.6914188938023,40.4127338254994 -3.691440319631968,2,2,3/09/2005,22:55,30,8
200501BS00459,Museo Nacional del Prado,40.41375804898034 -3.6921538767122475,40.41341952693449 -3.6914188938023,3,3,29/08/2005,13:15,30,1
200501BS00460,C. de Alberto Bosch 7,40.41343681353706 -3.6904103399697115,40.41341952693449 -3.6914188938023,3,3,1/09/2005,18:43,30,1
200501BS00461,C. de Casado del Alisal 10-12,40.413960813744374 -3.6902765563700055,40.41343681353706 -3.6904103399697115,4,3,27/08/2005,11:40,30,1
200501BS00462,C. de Alfonso XII 40,40.41346873829063 -3.6890423341789096,40.41343681353706 -3.6904103399697115,1,3,26/08/2005,15:58,30,1
200501BS00463,C. de Casado del Alisal 15,40.414006738875514 -3.6890003736430215,40.41346873829063 -3.6890423341789096,3,3,30/08/2005,09:03,30,1
200501BS00464,Calle Catalina Suárez Nº20,40.41280869207606 -3.6890960165416393,40.41346873829063 -3.6890423341789096,2,3,31/08/2005,20:09,30,1
200501BS00465,C. de Alfonso XII 30,40.414773474764296 -3.6890803589782,40.414006738875514 -3.6890003736430215,4,3,27/08/2005,11:10,30,1
200501BS00466,C. de Casado del Alisal 10-12,40.413960813744374 -3.6902765563700055,40.414006738875514 -3.6890003736430215,3,3,1/09/2005,07:40,30,1
200501BS00467,Museo Nacional del Prado,40.41375804898034 -3.6921538767122475,40.413960813744374 -3.6902765563700055,4,3,14/09/2005,09:25,30,1
200501BS00468,C. de Moreto 24,40.41469312750636 -3.6904596221385915,40.413960813744374 -3.6902765563700055,2,3,5/09/2005,16:00,30,1
200501BS00469,C. de Ruiz de Alarcón 20,40.414804963674065 -3.6915063835104402,40.41469312750636 -3.6904596221385915,3,3,30/08/2005,08:45,30,1
200501BS00470,C. de Alfonso XII 32 4º DCHA,40.41473919600684 -3.6890495480347645,40.41469312750636 -3.6904596221385915,1,3,7/09/2005,09:09,30,1
200501BS00471,C. de Felipe IV 9,40.4152554089103 -3.6906347369510475,40.41469312750636 -3.6904596221385915,2,3,2/09/2005,16:20,30,1
200501BS00472,C. de Felipe IV 6,40.41519572287277 -3.690286064314518,40.41469312750636 -3.6904596221385915,3,3,29/08/2005,12:35,30,1
200501BS00473,C. de Méndez Núñez 4,40.41565005787071 -3.690387017800109,40.41519572287277 -3.690286064314518,4,2,13/09/2005,20:46,30,1
200501BS00474,C. de Alfonso XII 28,40.415511192889845 -3.6896306348896872,40.41519572287277 -3.690286064314518,3,3,4/09/2005,15:00,30,1
200501BS00475,C. de Alfonso XII 31,40.415077846191416 -3.6891049556162847,40.41519572287277 -3.690286064314518,1,3,3/09/2005,18:38,30,1
200501BS00476,C. de Alfonso XII 27,40.415502110323295 -3.6890514072938574,40.415077846191416 -3.6891049556162847,2,3,2/09/2005,23:55,30,1
200501BS00477,C. de Alfonso XII 28,40.415511192889845 -3.6896306348896872,40.415502110323295 -3.6890514072938574,3,3,13/09/2005,15:40,30,1
200501BS00478,C. de Méndez Núñez 4-1,40.415674115551994 -3.689681613440749,40.415511192889845 -3.6896306348896872,2,3,20/09/2005,16:30,30,1
200501BS00479,C. de Méndez Núñez,40.41594320553535 -3.6896226428756753,40.415674115551994 -3.689681613440749,2,3,19/09/2005,10:35,30,1
200501BS00480,C. de Méndez Núñez 4,40.41565005787071 -3.690387017800109,40.415674115551994 -3.689681613440749,1,3,21/09/2005,04:54,30,1
200501BS00481,C. de Felipe IV 9,40.4152554089103 -3.6906347369510475,40.41565005787071 -3.690387017800109,3,3,14/07/2005,09:00,30,1
200501BS00482,C. de Ruiz de Alarcón,40.41520593359079 -3.691503787156094,40.4152554089103 -3.6906347369510475,2,3,13/09/2005,09:00,30,1
200501BS00483,C. de Ruiz de Alarcón 14,40.41584259075806 -3.691487758218421,40.41520593359079 -3.691503787156094,3,2,12/09/2005,11:15,30,1
200501BS00484,C. de Felipe IV 1,40.415168240675484 -3.6933707622541787,40.41520593359079 -3.691503787156094,4,3,16/09/2005,08:25,30,1
200501BS00485,C. de Ruiz de Alarcón 20,40.414804963674065 -3.6915063835104402,40.41520593359079 -3.691503787156094,5,3,14/09/2005,22:10,30,1
200501BS00486,2802214 Madrid España,40.410997421373196 -3.6924640876562758,40.414804963674065 -3.6915063835104402,2,3,8/09/2005,19:14,30,1
200501BS00487,Real Jardín Botánico,40.4111930027743 -3.6911981488728327,40.410997421373196 -3.6924640876562758,2,3,9/09/2005,19:14,30,1
200501BS00488,C. de Ruiz de Alarcón 13,40.415846229262236 -3.6911016133894914,40.41584259075806 -3.691487758218421,3,3,16/09/2005,09:05,30,1
200501BS00489,C. de Ruiz de Alarcón 8,40.416486968902426 -3.6915468981491535,40.41584259075806 -3.691487758218421,4,3,13/09/2005,21:49,30,1
200501BS00490,C. de Alfonso XI 15,40.41606995438908 -3.6904740679100834,40.415846229262236 -3.6911016133894914,1,3,10/09/2005,18:27,30,2
200501BS00491,C. de Méndez Núñez 4,40.41565005787071 -3.690387017800109,40.415846229262236 -3.6911016133894914,3,3,13/09/2005,16:09,30,1
200501BS00492,C. de Antonio Maura 7 1 Izda,40.416559651364224 -3.690527795649306,40.41606995438908 -3.6904740679100834,3,3,1/09/2005,14:55,30,1
200501BS00493,C. de Méndez Núñez,40.41594320553535 -3.6896226428756753,40.41606995438908 -3.6904740679100834,1,3,15/09/2005,07:40,30,2
200501BS00494,C. de Méndez Núñez 19,40.41593866077148 -3.6890647520196556,40.41594320553535 -3.6896226428756753,2,3,17/09/2005,13:19,30,1
200501BS00495,C. de Alfonso XII 27,40.415502110323295 -3.6890514072938574,40.41593866077148 -3.6890647520196556,2,3,17/09/2005,10:05,30,1
200501BS00496,C. de Antonio Maura,40.416656630405214 -3.6891722398277116,40.41593866077148 -3.6890647520196556,1,2,25/09/2005,11:42,30,1
200501BS00497,C. de Antonio Maura 7 1 Izda,40.416559651364224 -3.690527795649306,40.416656630405214 -3.6891722398277116,1,3,15/09/2005,16:40,30,1
200501BS00498,Calle de Juan de Mena 19 - Bajo,40.41736633386641 -3.690502664964041,40.416559651364224 -3.690527795649306,3,3,13/09/2005,04:52,30,1
200501BS00499,C. de Ruiz de Alarcón 8,40.416486968902426 -3.6915468981491535,40.416559651364224 -3.690527795649306,4,3,20/09/2005,19:01,30,1
200501BS00500,Calle de Juan de Mena 0,40.41734901815792 -3.6915327226353463,40.416486968902426 -3.6915468981491535,2,2,22/09/2005,13:15,30,1
200501BS00501,P.º del Prado,40.41707032797475 -3.6929597226350857,40.416486968902426 -3.6915468981491535,3,2,7/09/2005,07:35,30,1
200501BS00502,Plaza de la Lealtad,40.4157792337293 -3.693624939278338,40.416486968902426 -3.6915468981491535,1,3,15/09/2005,13:50,30,1
200501BS00503,Cortes,40.41711428220173 -3.69348011219071,40.4157792337293 -3.693624939278338,3,3,15/09/2005,18:29,30,1
200501BS00504,C. de Felipe IV 1,40.415168240675484 -3.6933707622541787,40.4157792337293 -3.693624939278338,2,3,9/08/2005,14:10,30,1
200501BS00505,Plaza de Cibeles,40.41905788235566 -3.692986625032537,40.41711428220173 -3.69348011219071,2,3,12/09/2005,16:21,30,1
200501BS00506,P.º del Prado,40.41707032797475 -3.6929597226350857,40.41711428220173 -3.69348011219071,3,2,23/09/2005,07:55,30,1
200501BS00507,Calle de Juan de Mena 1,40.417323063306576 -3.692938293799386,40.41707032797475 -3.6929597226350857,4,3,6/09/2005,23:30,30,1
200501BS00508,P.º de Recoletos 520,40.419381029355606 -3.6925306557172903,40.417323063306576 -3.692938293799386,1,3,28/09/2005,20:45,30,2
200501BS00509,Calle de Juan de Mena 0,40.41734901815792 -3.6915327226353463,40.417323063306576 -3.692938293799386,2,3,21/10/2005,22:55,30,1
200501BS00510,C. de Montalbán 1,40.41815720321248 -3.691511293862283,40.41734901815792 -3.6915327226353463,3,3,30/09/2005,16:02,30,1
200501BS00511,C. de Alfonso XI,40.418080730061995 -3.690592338778835,40.41815720321248 -3.691511293862283,3,3,26/09/2005,12:15,30,1
200501BS00512,Consulado General de Colombia,40.41857442080697 -3.690839114752925,40.418080730061995 -3.690592338778835,1,3,24/09/2005,10:26,30,1
200501BS00513,C. de Alfonso XI 4,40.41889297848093 -3.690506520849052,40.418080730061995 -3.690592338778835,3,3,24/09/2005,12:34,30,1
200501BS00514,C. de Montalbán 13 1 d,40.41806755920184 -3.6891010740045855,40.418080730061995 -3.690592338778835,2,3,29/09/2005,16:00,30,1
200501BS00515,Calle de Juan de Mena 19 - Bajo,40.41736633386641 -3.690502664964041,40.418080730061995 -3.690592338778835,3,3,19/09/2005,15:05,30,1
200501BS00516,C. de Alfonso XI 4,40.41889297848093 -3.690506520849052,40.41857442080697 -3.690839114752925,1,3,30/09/2005,16:12,30,1
200501BS00517,Museo Nacional de Artes Decorativas,40.41787399701546 -3.689830604141677,40.418080730061995 -3.690592338778835,2,2,27/09/2005,10:20,30,1
200501BS00518,Museo Nacional de Artes Decorativas,40.41787399701546 -3.689830604141677,40.41806755920184 -3.6891010740045855,2,3,30/09/2005,17:55,30,1
200501BS00519,C. de Alfonso XII 18,40.417364045901905 -3.689142646583343,40.41806755920184 -3.6891010740045855,2,3,28/08/2005,19:00,30,1
200501BS00520,Calle de Juan de Mena 19 - Bajo,40.41736633386641 -3.690502664964041,40.417364045901905 -3.689142646583343,2,3,3/10/2005,18:33,30,1
200501BS00521,C. de Antonio Maura,40.416656630405214 -3.6891722398277116,40.417364045901905 -3.689142646583343,2,3,4/10/2005,17:05,30,1
200501BS00522,C. de Alfonso XII 4,40.418801152533675 -3.6890139054430704,40.417364045901905 -3.689142646583343,1,2,24/09/2005,15:38,30,1
200501BS00523,C. de Alfonso XI 4,40.41889297848093 -3.690506520849052,40.418801152533675 -3.6890139054430704,2,3,23/09/2005,08:30,30,1
200501BS00524,Plaza Independencia Madrid,40.41955629346841 -3.688917391948933,40.418801152533675 -3.6890139054430704,3,3,9/10/2005,14:30,30,1
200501BS00525,Plaza Independencia,40.41958647516558 -3.6885312132057915,40.41955629346841 -3.688917391948933,4,3,4/10/2005,21:10,30,1
200501BS00526,C. de Alcalá 1,40.41995360585842 -3.689244719084221,40.41955629346841 -3.688917391948933,5,3,8/10/2005,22:50,30,1
200501BS00527,C. de Alfonso XII 1,40.415515732276056 -3.688843944725314,40.41995360585842 -3.689244719084221,2,3,16/09/2005,20:20,30,1
200501BS00528,Puerta de Alcalá,40.420048629888086 -3.688790307293593,40.41995360585842 -3.689244719084221,2,3,9/10/2005,20:10,30,1
200501BS00529,Recoletos,40.42024310828745 -3.689319853317909,40.420048629888086 -3.688790307293593,3,3,12/10/2005,12:10,30,1
200501BS00530,C. de Serrano,40.42056936270851 -3.688617212647264,40.420048629888086 -3.688790307293593,1,3,15/10/2005,14:55,30,1
200501BS00531,Pl. de la Independencia 6,40.4202953190362 -3.687764309037334,40.420048629888086 -3.688790307293593,3,3,10/10/2005,16:25,30,1
200501BS00532,C. de Alcalá,40.420053889870665 -3.687804584601959,40.420048629888086 -3.688790307293593,4,2,6/10/2005,08:27,30,1
200501BS00533,Plaza Independencia,40.41958647516558 -3.6885312132057915,40.420048629888086 -3.688790307293593,2,3,29/09/2005,17:33,30,1
200501BS00534,Plaza Independencia Madrid,40.41955629346841 -3.688917391948933,40.420048629888086 -3.688790307293593,4,3,30/09/2005,15:52,30,2
200501BS00535,C. de Alcalá,40.420053889870665 -3.687804584601959,40.41958647516558 -3.6885312132057915,3,3,6/10/2005,08:22,30,1
200501BS00536,Puerta de Alcalá,40.420048629888086 -3.688790307293593,40.42024310828745 -3.689319853317909,2,2,7/09/2005,23:00,30,1
200501BS00537,Recoletos,40.42024310828745 -3.689319853317909,40.420048629888086 -3.688790307293593,2,3,6/10/2005,07:20,30,1
200501BS00538,C. de Alcalá 1,40.41995360585842 -3.689244719084221,40.42024310828745 -3.689319853317909,1,3,8/10/2005,13:35,30,1
200501BS00539,C. de Alcalá 54,40.41952840779084 -3.690628771264199,40.41995360585842 -3.689244719084221,3,3,11/10/2005,08:55,30,1
200501BS00540,C. de Alfonso XI 4,40.41889297848093 -3.690506520849052,40.41952840779084 -3.690628771264199,2,3,10/10/2005,11:55,30,1
200501BS00541,P.º de Recoletos 520,40.419381029355606 -3.6925306557172903,40.41952840779084 -3.690628771264199,4,3,10/10/2005,13:40,30,1
200501BS00542,C. de Alcalá 9,40.41971752069335 -3.692464564017081,40.419381029355606 -3.6925306557172903,3,2,19/10/2005,07:50,30,2
200501BS00543,C. de Alcalá 61,40.41986611131225 -3.6909492034384277,40.41971752069335 -3.692464564017081,2,2,11/10/2005,08:28,30,1
200501BS00544,C. de Alcalá 1,40.41995360585842 -3.689244719084221,40.41986611131225 -3.6909492034384277,2,2,12/10/2005,18:15,30,2
200501BS00545,C. de Pedro Muñoz Seca 21,40.420318967924054 -3.6907614968674305,40.41986611131225 -3.6909492034384277,3,3,5/10/2005,20:20,30,1
200501BS00546,C. de Salustiano Olózaga 5,40.42067793397761 -3.6905523391740354,40.420318967924054 -3.6907614968674305,2,3,15/10/2005,09:30,30,1
200501BS00547,P.º de Recoletos 2,40.420493666787074 -3.6920597528711814,40.420318967924054 -3.6907614968674305,3,3,15/10/2005,14:04,30,1
200501BS00548,P.º de la Castellana 45,40.421183431703504 -3.6918238170848867,40.420493666787074 -3.6920597528711814,1,3,14/10/2005,13:10,30,1
200501BS00549,C. de Alcalá 9,40.41971752069335 -3.692464564017081,40.420493666787074 -3.6920597528711814,2,3,3/10/2005,08:27,30,1
200501BS00550,P.º de Recoletos 14,40.422408111061316 -3.691255223180558,40.421183431703504 -3.6918238170848867,4,3,8/10/2005,21:20,30,1
200501BS00551,C. de Salustiano Olózaga 5,40.42067793397761 -3.6905523391740354,40.421183431703504 -3.6918238170848867,3,3,10/10/2005,08:30,30,1
200501BS00552,Recoletos,40.42024310828745 -3.689319853317909,40.42067793397761 -3.6905523391740354,1,3,11/10/2005,08:40,30,1
200501BS00553,P.º de Recoletos 314,40.42315090157557 -3.6908690133156323,40.422408111061316 -3.691255223180558,2,3,17/10/2005,19:35,30,1
200501BS00554,Recoletos 212,40.42300461450907 -3.6912768894973493,40.42315090157557 -3.6908690133156323,2,3,10/10/2005,10:30,30,1
200501BS00555,C/ de Bárbara de Braganza 13,40.4232614247671 -3.6918348509565573,40.42300461450907 -3.6912768894973493,3,3,19/10/2005,09:00,30,1
200501BS00556,C. de Tamayo y Baus 10,40.42349372108943 -3.6928971061707303,40.4232614247671 -3.6918348509565573,3,3,16/10/2005,01:30,30,1
200501BS00557,Pl. de Colón 19 bajo,40.425126738680994 -3.690923045714239,40.4232614247671 -3.6918348509565573,1,3,17/10/2005,09:59,30,1
200501BS00558,Gran Madrid Casino Colón,40.42428091695166 -3.6915399595082037,40.425126738680994 -3.690923045714239,2,3,20/10/2005,01:45,30,4
200501BS00559,C/ de Bárbara de Braganza 13,40.4232614247671 -3.6918348509565573,40.42428091695166 -3.6915399595082037,3,3,19/10/2005,11:40,30,1
200501BS00560,Calle del Marqués de la Ensenada 3,40.42548610200636 -3.6921407684269374,40.42349372108943 -3.6928971061707303,2,3,20/10/2005,07:44,30,1
200501BS00561,Museo de Cera,40.42511811430447 -3.6915293078847657,40.42548610200636 -3.6921407684269374,1,3,17/10/2005,16:35,30,1
200501BS00562,C. de Tamayo y Baus 4,40.42304402727619 -3.6930607662092956,40.42349372108943 -3.6928971061707303,3,3,19/10/2005,00:25,30,2
200501BS00563,Justicia,40.42380312957227 -3.694112277356211,40.42349372108943 -3.6928971061707303,1,3,16/10/2005,15:25,30,1
200501BS00564,Pl. de las Salesas,40.42395782797337 -3.694396665163386,40.42380312957227 -3.694112277356211,1,3,10/10/2005,08:03,30,1
200501BS00565,C. del Conde de Xiquena,40.42308341561207 -3.6941392594113345,40.42380312957227 -3.694112277356211,2,3,19/10/2005,20:15,30,2
200501BS00566,Calle del Almte. 13,40.422511209346105 -3.6941715379733617,40.42308341561207 -3.6941392594113345,3,3,14/10/2005,18:45,30,1
